PID,Year Built,SalePrice,Fireplaces,Bedroom AbvGr,Overall Qual,Gr Liv Area,Lot Area,Pool Area
923228210,1970,79500,0,3,4,1092,1526,0
923228260,1970,90500,0,3,4,1092,1936,0
923228310,1970,71000,0,3,4,1092,1894,0
923229110,1976,150900,0,4,6,1728,12640,0
923230040,1976,188000,0,4,5,1728,9297,0
923250060,1977,160000,1,3,5,1126,17400,0
923251180,1960,131000,1,4,5,1224,20000,0
923275080,1984,142500,0,3,6,1003,7937,0
923276100,1983,131000,0,2,5,902,8885,0
923400125,1992,132000,0,3,5,970,10441,0
924100070,1974,170000,1,2,5,1389,10010,0
924151050,1993,188000,1,3,7,2000,9627,0
